Fecha,Empresa,Tipo,Número Desde,Neto Gravado,Neto No Gravado,Op. Exentas,IVA,Neto,Imp. Total,Mes,Razon Social
18/02/2025,Gruas Y Autoelevadores Antog Srl,Facturas A,1903,866420,0,0,181948,866420,1048369,2025-02,Deposito Avellaneda Sur
18/02/2025,Gruas Y Autoelevadores Antog Srl,Facturas A,1902,9677441,0,0,2032263,9677441,11709704,2025-02,Deposito Avellaneda Sur
18/02/2025,Galderisi Carlos Andres,Facturas A,271,17211436,0,0,3614402,17211436,20825838,2025-02,Deposito Avellaneda Sur
18/02/2025,Terminal 4  S A,Facturas A,591115,2621578,0,0,550531,2621578,3321573,2025-02,Deposito Avellaneda Sur
18/02/2025,Fumeo Francisco,Facturas C,147,0,80000,0,0,80000,80000,2025-02,Deposito Avellaneda Sur
19/02/2025,Garcia Andrea Fabiana,Facturas A,3327,48843,0,0,10257,48843,59100,2025-02,Deposito Avellaneda Sur
19/02/2025,Bluecar S.A,Facturas A,32648,16402,0,0,3444,16402,21651,2025-02,Deposito Avellaneda Sur
19/02/2025,Transporte Malfel,Facturas A,98,700000,102260,0,147000,802260,949260,2025-02,Deposito Avellaneda Sur
19/02/2025,Transporte Malfel,Facturas A,97,700000,126720,0,147000,826720,973720,2025-02,Deposito Avellaneda Sur
19/02/2025,Transporte Malfel,Facturas A,96,1050000,51130,0,220500,1101130,1321630,2025-02,Deposito Avellaneda Sur
19/02/2025,Trujillo Cintia Sabrina,Notas De Credito A,42,-7025,0,0,-1475,-7025,-8500,2025-02,Deposito Avellaneda Sur
19/02/2025,Transporte Malfel,Notas De Credito A,14,-700000,-126720,0,-147000,-826720,-973720,2025-02,Deposito Avellaneda Sur
19/02/2025,Transporte Malfel,Notas De Credito A,13,-1050000,-51130,0,-220500,-1101130,-1321630,2025-02,Deposito Avellaneda Sur
20/02/2025,Aeropuertos Argentina 2000 S A,Facturas A,2230360,257752,0,0,54128,257752,324767,2025-02,Deposito Avellaneda Sur
20/02/2025,Aeropuertos Argentina 2000 S A,Facturas A,2230362,257752,0,0,54128,257752,324767,2025-02,Deposito Avellaneda Sur
20/02/2025,Dale Gas Sa,Facturas A,64913,179186,0,0,18814,179186,198000,2025-02,Deposito Avellaneda Sur
20/02/2025,Newton Station S.R.L.,Facturas A,87021,1446824,0,0,166202,1446824,1772177,2025-02,Deposito Avellaneda Sur
20/02/2025,Sistelcom Argentina   Srl,Facturas A,8684,4030065,0,0,846314,4030065,5118183,2025-02,Deposito Avellaneda Sur
20/02/2025,Petro Lanc S.A.,Facturas A,5886,4069916,0,0,854682,4069916,5584002,2025-02,Deposito Avellaneda Sur
20/02/2025,Petro Lanc S.A.,Facturas A,5887,2034958,0,0,427341,2034958,3121703,2025-02,Deposito Avellaneda Sur
20/02/2025,Patagon Latin America Sociedad Anonima,Facturas A,2817,15885000,0,0,1667925,15885000,17552925,2025-02,Deposito Avellaneda Sur
20/02/2025,Petro Lanc S.A.,Facturas A,5888,2034958,0,0,427341,2034958,2792001,2025-02,Deposito Avellaneda Sur
20/02/2025,Terminal 4  S A,Facturas A,592442,666930,0,0,140055,666930,843732,2025-02,Deposito Avellaneda Sur
20/02/2025,Terminal 4  S A,Facturas A,592435,1373675,0,0,288472,1373675,1736895,2025-02,Deposito Avellaneda Sur
20/02/2025,Petro Lanc S.A.,Notas De Credito A,226,-4069916,0,0,-854682,-4069916,-5584002,2025-02,Deposito Avellaneda Sur
20/02/2025,Petro Lanc S.A.,Notas De Credito A,227,-2034958,0,0,-427341,-2034958,-3121703,2025-02,Deposito Avellaneda Sur
20/02/2025,Cangiano Carlos,Facturas B,27848,0,0,0,0,0,58500,2025-02,Deposito Avellaneda Sur
20/02/2025,Vera Carlos Alberto,Facturas C,40,0,1720000,0,0,1720000,1720000,2025-02,Deposito Avellaneda Sur
20/02/2025,Aramberry Aitor Carlos Maria,Facturas C,57,0,48000,0,0,48000,48000,2025-02,Deposito Avellaneda Sur
21/02/2025,Reefer Containers S.A.,Facturas A,1566,2393600,0,0,502656,2393600,2896256,2025-02,Deposito Avellaneda Sur
21/02/2025,Reefer Containers S.A.,Facturas A,1565,7180800,0,0,1507968,7180800,8688768,2025-02,Deposito Avellaneda Sur
21/02/2025,Petro Lanc S.A.,Facturas A,5892,1869109,0,0,392513,1869109,2564453,2025-02,Deposito Avellaneda Sur
21/02/2025,Nuevo Estibaje S.A.,Facturas A,155,6215100,0,0,1305171,6215100,7520271,2025-02,Deposito Avellaneda Sur
21/02/2025,Petro Lanc S.A.,Notas De Credito A,228,-2034958,0,0,-427341,-2034958,-2792001,2025-02,Deposito Avellaneda Sur
24/02/2025,S.B.G. S.A,Facturas A,32870,5036343,0,0,1057632,5036343,6647973,2025-02,Deposito Avellaneda Sur
24/02/2025,Dale Gas Sa,Facturas A,64989,139367,0,0,14633,139367,154000,2025-02,Deposito Avellaneda Sur
24/02/2025,Muntane Mauricio Jose,Facturas A,1913,1091190,18130,0,229150,1109320,1338470,2025-02,Deposito Avellaneda Sur
24/02/2025,Logistica Aron S.R.L,Facturas A,195,32451191,1272292,0,6814750,33723483,40538233,2025-02,Deposito Avellaneda Sur
24/02/2025,Muntane Mauricio Jose,Notas De Debito A,21,0,729534,0,0,729534,729534,2025-02,Deposito Avellaneda Sur
24/02/2025,Muntane Mauricio Jose,Notas De Debito A,22,0,560512,0,0,560512,560512,2025-02,Deposito Avellaneda Sur
24/02/2025,Urtubey Francisco,Facturas C,69,0,3384000,0,0,3384000,3384000,2025-02,Deposito Avellaneda Sur
25/02/2025,Distribuidora Fitzgerald,Facturas A,8496,52061,0,0,10933,52061,62994,2025-02,Deposito Avellaneda Sur
25/02/2025,Flash Pack S.R.L.,Facturas A,9637,69421,0,0,14579,69421,84000,2025-02,Deposito Avellaneda Sur
25/02/2025,Fabrica De Banderas Srl,Facturas A,4415,22715,0,0,4770,22715,27485,2025-02,Deposito Avellaneda Sur
25/02/2025,Warzok Sas,Facturas A,39,95000,0,0,19950,95000,114950,2025-02,Deposito Avellaneda Sur
25/02/2025,Starlink Argentina S R L,Facturas B,100488,0,0,0,0,0,96800,2025-02,Deposito Avellaneda Sur
26/02/2025,Dale Gas Sa,Facturas A,65050,159276,0,0,16724,159276,176000,2025-02,Deposito Avellaneda Sur
26/02/2025,Liftvan International Company S A C,Facturas A,2463,30000000,0,1500000,6300000,31500000,37800000,2025-02,Deposito Avellaneda Sur
27/02/2025,Liftvan International Company S A C,Facturas A,2464,19961792,0,998090,4191976,20959882,25151858,2025-02,Deposito Avellaneda Sur
27/02/2025,Advance Shipment International S.A.,Facturas A,487,195286980,0,0,41010340,195286980,236297320,2025-02,Deposito Avellaneda Sur
27/02/2025,Mercovan Argentina S.A.,Facturas A,2237,585124,0,0,122876,585124,708000,2025-02,Deposito Avellaneda Sur
27/02/2025,Advance Shipment International S.A.,Facturas A,488,195286980,0,0,41010340,195286980,236297320,2025-02,Deposito Avellaneda Sur
27/02/2025,Advance Shipment International S.A.,Facturas A,489,184233,0,0,38689,184233,222922,2025-02,Deposito Avellaneda Sur
27/02/2025,Just Solution S.A.,Facturas A,23159,84223,0,0,8843,84223,93066,2025-02,Deposito Avellaneda Sur
27/02/2025,Riso Eugenio Aldo,Facturas A,1504,500000,0,0,105000,500000,605000,2025-02,Deposito Avellaneda Sur
27/02/2025,El Llamito S A,Facturas A,39,21240000,0,0,4460400,21240000,25700400,2025-02,Deposito Avellaneda Sur
27/02/2025,Logistica Aron S.R.L,Notas De Debito A,3,0,885834,0,0,885834,885834,2025-02,Deposito Avellaneda Sur
27/02/2025,Advance Shipment International S.A.,Notas De Credito A,43,-195286980,0,0,-41010340,-195286980,-236297320,2025-02,Deposito Avellaneda Sur
27/02/2025,Advance Shipment International S.A.,Notas De Credito A,44,-195286980,0,0,-41010340,-195286980,-236297320,2025-02,Deposito Avellaneda Sur
27/02/2025,Lopez Leandro Leonel,Facturas C,1325,0,210000,0,0,210000,210000,2025-02,Deposito Avellaneda Sur
27/02/2025,Aramberry Aitor Carlos Maria,Facturas C,58,0,151000,0,0,151000,151000,2025-02,Deposito Avellaneda Sur
28/02/2025,Dale Gas Sa,Facturas A,65125,139367,0,0,14633,139367,154000,2025-02,Deposito Avellaneda Sur
28/02/2025,Abimex S.R.L,Facturas A,1210,108200,0,0,22722,108200,130922,2025-02,Deposito Avellaneda Sur
28/02/2025,El Jumillano S A,Facturas A,39102,607380,0,0,127550,607380,765299,2025-02,Deposito Avellaneda Sur
28/02/2025,Ypf Sociedad Anonima,Facturas A,1582507,12870,0,0,2703,12870,16602,2025-02,Deposito Avellaneda Sur
28/02/2025,Nuevo Estibaje S.A.,Facturas A,158,8176350,0,0,1717034,8176350,9893384,2025-02,Deposito Avellaneda Sur
28/02/2025,Andreone Andrea Fabiana,Facturas A,7111,219612,0,0,46118,219612,265730,2025-02,Deposito Avellaneda Sur
28/02/2025,Exolgan Sociedad Anonima,Facturas A,105865,560347,0,0,117673,560347,756468,2025-02,Deposito Avellaneda Sur
28/02/2025,Mazzei Marcelo Alberto,Facturas C,2,0,360000,0,0,360000,360000,2025-02,Deposito Avellaneda Sur
28/02/2025,Rinaldi Christian Eduardo,Facturas C,109,0,191635,0,0,191635,191635,2025-02,Deposito Avellaneda Sur
28/02/2025,Aguirre Oliva Santiago,Facturas C,38,0,3384000,0,0,3384000,3384000,2025-02,Deposito Avellaneda Sur
28/02/2025,Toledo Marcelo Sebastian,Facturas C,155,0,1800000,0,0,1800000,1800000,2025-02,Deposito Avellaneda Sur
28/02/2025,De La Arena Coll Manuel,Facturas C,66,0,4000000,0,0,4000000,4000000,2025-02,Deposito Avellaneda Sur
01/03/2025,Policlinica Privada Centro Medico Sarandi Sociedad Anonima,Facturas A,10382,50442,0,0,10593,50442,61035,2025-03,Deposito Avellaneda Sur
01/03/2025,Sistelcom Argentina   Srl,Facturas A,8700,6294071,0,0,1321755,6294071,7615826,2025-03,Deposito Avellaneda Sur
01/03/2025,Real Software Sa,Facturas A,7513,11868,0,0,2492,11868,14361,2025-03,Deposito Avellaneda Sur
01/03/2025,Gruas Y Autoelevadores Antog Srl,Facturas A,1910,1498328,0,0,314649,1498328,1812977,2025-03,Deposito Avellaneda Sur
01/03/2025,Gruas Y Autoelevadores Antog Srl,Facturas A,1909,10095507,0,0,2120056,10095507,12215563,2025-03,Deposito Avellaneda Sur
01/03/2025,Gruas Y Autoelevadores Antog Srl,Facturas A,1911,2082696,0,0,437366,2082696,2520062,2025-03,Deposito Avellaneda Sur
02/03/2025,Adorada Srl,Facturas A,817,1300000,0,0,273000,1300000,1573000,2025-03,Deposito Avellaneda Sur
03/03/2025,El Visor S.R.L.,Facturas A,1043,14874080,0,0,3123557,14874080,17997637,2025-03,Deposito Avellaneda Sur
03/03/2025,Beraldi Franco,Facturas C,18,0,398905,0,0,398905,398905,2025-03,Deposito Avellaneda Sur
03/03/2025,Ponzi Fernando Ariel,Facturas C,174,0,170000,0,0,170000,170000,2025-03,Deposito Avellaneda Sur
03/03/2025,Jorge Guillermo Jesus,Facturas C,60,0,1770474,0,0,1770474,1770474,2025-03,Deposito Avellaneda Sur
05/03/2025,Sis Ingenieria Srl,Facturas A,93681,60593,0,0,12724,60593,73317,2025-03,Deposito Avellaneda Sur
05/03/2025,Cavodeassi Gaston Diego,Facturas A,7662,647810,0,0,136040,647810,783850,2025-03,Deposito Avellaneda Sur
05/03/2025,Cavodeassi Gaston Diego,Facturas A,7674,365822,0,0,76823,365822,442645,2025-03,Deposito Avellaneda Sur
05/03/2025,Cavodeassi Gaston Diego,Facturas A,7685,759150,0,0,159422,759150,918572,2025-03,Deposito Avellaneda Sur
05/03/2025,Molina Oscar,Facturas A,21520,5129844,0,0,1077267,5129844,6391786,2025-03,Deposito Avellaneda Sur
05/03/2025,Simz S. R. L.,Facturas A,435,466830,0,0,98034,466830,564864,2025-03,Deposito Avellaneda Sur
05/03/2025,Molina Oscar,Facturas A,21516,5356016,0,0,1124763,5356016,6673595,2025-03,Deposito Avellaneda Sur
05/03/2025,Galderisi Carlos Andres,Facturas A,272,22360564,0,0,4695718,22360564,27056282,2025-03,Deposito Avellaneda Sur
05/03/2025,Aranda Luis Alberto,Facturas A,2527,778322,0,0,163448,778322,941770,2025-03,Deposito Avellaneda Sur
05/03/2025,Beraldi Franco,Facturas C,19,0,344090,0,0,344090,344090,2025-03,Deposito Avellaneda Sur
05/03/2025,Lastra Facundo Martin,Facturas C,40,0,900000,0,0,900000,900000,2025-03,Deposito Avellaneda Sur
05/03/2025,Camara De Depositos Fiscales Privados,Facturas C,5130,0,230000,0,0,230000,230000,2025-03,Deposito Avellaneda Sur
05/03/2025,Beraldi Franco,Notas De Credito C,1,0,0,0,0,0,-398905,2025-03,Deposito Avellaneda Sur
06/03/2025,Dale Gas Sa,Facturas A,65194,145701,0,0,15299,145701,161000,2025-03,Deposito Avellaneda Sur
06/03/2025,Acudir Sa,Facturas A,40634,177758,0,0,37329,177758,223975,2025-03,Deposito Avellaneda Sur
06/03/2025,Leibovich Fernando Carlos,Facturas A,308,400000,0,0,84000,400000,484000,2025-03,Deposito Avellaneda Sur
06/03/2025,Konstrutot Srl,Facturas A,2172,38430,0,0,8070,38430,46500,2025-03,Deposito Avellaneda Sur
06/03/2025,Costa Norberto Genaro,Facturas A,91,3471074,0,0,728926,3471074,4200000,2025-03,Deposito Avellaneda Sur
06/03/2025,Servairex S. R. L.,Facturas A,707,1733120,0,0,363955,1733120,2097075,2025-03,Deposito Avellaneda Sur
06/03/2025,Carranza Eduardo Maximo,Facturas C,300,0,377720,0,0,377720,377720,2025-03,Deposito Avellaneda Sur
06/03/2025,Maresca Daniela Anahi,Facturas C,77,0,25000,0,0,25000,25000,2025-03,Deposito Avellaneda Sur
06/03/2025,Sanchez Augusto Bernardino,Facturas C,145,0,94250,0,0,94250,94250,2025-03,Deposito Avellaneda Sur
07/03/2025,Leza Escriña Y Asociados Sociedad Anonima,Facturas A,20435,248000,0,0,52080,248000,300080,2025-03,Deposito Avellaneda Sur
07/03/2025,Leoni Maria Jose,Facturas A,2863,20000,11200,0,4200,31200,35400,2025-03,Deposito Avellaneda Sur
07/03/2025,Leoni Maria Jose,Facturas A,2864,20000,13760,0,4200,33760,37960,2025-03,Deposito Avellaneda Sur
07/03/2025,Telecentro S A,Facturas A,3228729,56430,0,0,11850,56430,76180,2025-03,Deposito Avellaneda Sur
07/03/2025,Nuevo Estibaje S.A.,Facturas A,160,5208150,0,0,1093712,5208150,6301862,2025-03,Deposito Avellaneda Sur
07/03/2025,Terminales Rio De La Plata Sociedad Anonima,Facturas A,42476,1392940,0,0,292680,1392940,1867732,2025-03,Deposito Avellaneda Sur
07/03/2025,Medina Christian Marcelo,Facturas C,450,0,1512000,0,0,1512000,1512000,2025-03,Deposito Avellaneda Sur
07/03/2025,Medina Christian Marcelo,Facturas C,451,0,240000,0,0,240000,240000,2025-03,Deposito Avellaneda Sur
07/03/2025,Caso Diego Jose,Facturas C,60,0,4000000,0,0,4000000,4000000,2025-03,Deposito Avellaneda Sur
07/03/2025,Castro Videla Maria Elena,Facturas C,134,0,331972,0,0,331972,331972,2025-03,Deposito Avellaneda Sur
10/03/2025,Dale Gas Sa,Facturas A,65307,104072,0,0,10928,104072,115000,2025-03,Deposito Avellaneda Sur
10/03/2025,Cigno Juan Horacio,Facturas C,479,0,132000,0,0,132000,132000,2025-03,Deposito Avellaneda Sur
10/03/2025,Cigno Juan Horacio,Facturas C,480,0,69000,0,0,69000,69000,2025-03,Deposito Avellaneda Sur
11/03/2025,Abimex S.R.L,Facturas A,1216,108700,0,0,22827,108700,131527,2025-03,Deposito Avellaneda Sur
11/03/2025,Peralta Daniel,Facturas A,2264,10000,0,0,2100,10000,12100,2025-03,Deposito Avellaneda Sur
11/03/2025,Peralta Omar Rodolfo,Facturas A,256,2400000,0,0,504000,2400000,2904000,2025-03,Deposito Avellaneda Sur
11/03/2025,Mielgo Andrea Elizabeth,Facturas A,1078,200000,0,0,42000,200000,242000,2025-03,Deposito Avellaneda Sur
11/03/2025,Logistica Aron S.R.L,Facturas A,196,49276482,1995754,0,10348061,51272236,61620296,2025-03,Deposito Avellaneda Sur
11/03/2025,Follini Juan Carlos,Facturas A,1365,128049,0,0,26890,128049,154939,2025-03,Deposito Avellaneda Sur
12/03/2025,Dale Gas Sa,Facturas A,65379,104072,0,0,10928,104072,115000,2025-03,Deposito Avellaneda Sur
12/03/2025,Maqueleva Sociedad Anonima,Facturas A,654,420282,0,0,87966,420282,508248,2025-03,Deposito Avellaneda Sur
12/03/2025,Polvere Adrian Marcelo,Facturas A,584,446100,0,0,93681,446100,539781,2025-03,Deposito Avellaneda Sur
12/03/2025,Heroleva Srl,Facturas A,112,1846625,0,0,387791,1846625,2234416,2025-03,Deposito Avellaneda Sur
12/03/2025,Nlb S.R.L,Facturas A,4011,50000,0,0,10500,50000,60500,2025-03,Deposito Avellaneda Sur
13/03/2025,Gcr Sa,Facturas A,23135,210800,0,0,44268,210800,265608,2025-03,Deposito Avellaneda Sur
13/03/2025,Galderisi Carlos Andres,Notas De Debito A,13,91135,0,0,19138,91135,110273,2025-03,Deposito Avellaneda Sur
13/03/2025,Galderisi Carlos Andres,Notas De Credito A,13,-91135,0,0,-19138,-91135,-110273,2025-03,Deposito Avellaneda Sur
13/03/2025,Galderisi Carlos Andres,Notas De Credito A,14,-364540,0,0,-76553,-364540,-441093,2025-03,Deposito Avellaneda Sur
13/03/2025,Carranza Eduardo Maximo,Facturas C,303,0,354244,0,0,354244,354244,2025-03,Deposito Avellaneda Sur
13/03/2025,Aramberry Aitor Carlos Maria,Facturas C,62,0,45000,0,0,45000,45000,2025-03,Deposito Avellaneda Sur
14/03/2025,Dale Gas Sa,Facturas A,65437,208145,0,0,21855,208145,230000,2025-03,Deposito Avellaneda Sur
14/03/2025,Reefer Containers S.A.,Facturas A,1611,7246800,0,0,1521828,7246800,8768628,2025-03,Deposito Avellaneda Sur
14/03/2025,Reefer Containers S.A.,Facturas A,1612,2415600,0,0,507276,2415600,2922876,2025-03,Deposito Avellaneda Sur
14/03/2025,Dodero & Cia Srl,Facturas A,8066,847427,0,0,177960,847427,1025387,2025-03,Deposito Avellaneda Sur
14/03/2025,Petro Lanc S.A.,Facturas A,5950,2073502,0,0,435435,2073502,2847999,2025-03,Deposito Avellaneda Sur
14/03/2025,Nuevo Estibaje S.A.,Facturas A,162,9273750,0,0,1947488,9273750,11221238,2025-03,Deposito Avellaneda Sur
14/03/2025,Carazza Fabian Alejandro,Facturas C,674,0,825000,0,0,825000,825000,2025-03,Deposito Avellaneda Sur
15/03/2025,Maqueleva Sociedad Anonima,Facturas A,659,1414400,0,0,297024,1414400,1711424,2025-03,Deposito Avellaneda Sur
15/03/2025,Fimda S.A.,Facturas A,3025,1150000,0,0,241500,1150000,1391500,2025-03,Deposito Avellaneda Sur
17/03/2025,Contenedores Hugo Sa,Facturas A,262770,464504,0,0,97546,464504,589920,2025-03,Deposito Avellaneda Sur
17/03/2025,Advance Shipment International S.A.,Facturas A,490,792698,0,0,166466,792698,959164,2025-03,Deposito Avellaneda Sur
17/03/2025,Sistelcom Argentina   Srl,Facturas A,8726,3867840,0,0,812246,3867840,4912157,2025-03,Deposito Avellaneda Sur
17/03/2025,Grupo Samaga S.A.,Facturas A,390,185124,0,0,38876,185124,224000,2025-03,Deposito Avellaneda Sur
17/03/2025,Starlink Argentina S R L,Facturas B,136702,0,0,0,0,0,96800,2025-03,Deposito Avellaneda Sur
17/03/2025,Ricci Diego Anibal,Facturas C,266,0,354529,0,0,354529,354529,2025-03,Deposito Avellaneda Sur
18/03/2025,Dodero & Cia Srl,Facturas A,8081,827218,0,0,173716,827218,1000933,2025-03,Deposito Avellaneda Sur
18/03/2025,Samlog S.R.L.,Facturas A,25698,1306200,0,0,274302,1306200,1580502,2025-03,Deposito Avellaneda Sur
18/03/2025,Dale Gas Sa,Facturas A,65558,104072,0,0,10928,104072,115000,2025-03,Deposito Avellaneda Sur
18/03/2025,Mercovan Argentina S.A.,Facturas A,2251,888843,0,0,186657,888843,1075500,2025-03,Deposito Avellaneda Sur
18/03/2025,Galderisi Carlos Andres,Facturas A,273,16560212,0,0,3477644,16560212,20037856,2025-03,Deposito Avellaneda Sur
18/03/2025,Chediac Micaela Yasmin,Facturas A,388,529540,0,0,111203,529540,640743,2025-03,Deposito Avellaneda Sur
18/03/2025,Galderisi Carlos Andres,Facturas A,274,16720212,0,0,3511245,16720212,20231457,2025-03,Deposito Avellaneda Sur
18/03/2025,Galderisi Carlos Andres,Notas De Credito A,15,-16560212,0,0,-3477644,-16560212,-20037856,2025-03,Deposito Avellaneda Sur
19/03/2025,El Jumillano S A,Facturas A,85221,69082,0,0,14507,69082,87043,2025-03,Deposito Avellaneda Sur
19/03/2025,Pons Fernando Raul,Facturas A,3878,2110476,0,0,443200,2110476,2553676,2025-03,Deposito Avellaneda Sur
19/03/2025,El Jumillano S A,Facturas A,24516,109488,0,0,22992,109488,147808,2025-03,Deposito Avellaneda Sur
19/03/2025,S.B.G. S.A,Facturas A,33227,5276173,0,0,1107996,5276173,6647978,2025-03,Deposito Avellaneda Sur
19/03/2025,Telecom Argentina Sociedad Anonima,Facturas A,5101126,46575,0,0,9781,46575,60082,2025-03,Deposito Avellaneda Sur
19/03/2025,Nlb S.R.L,Facturas A,4013,200000,0,0,42000,200000,242000,2025-03,Deposito Avellaneda Sur
19/03/2025,S.B.G. S.A,Notas De Credito A,5804,-5036343,0,0,-1057632,-5036343,-6647973,2025-03,Deposito Avellaneda Sur
19/03/2025,Castro Videla Maria Elena,Facturas C,135,0,165986,0,0,165986,165986,2025-03,Deposito Avellaneda Sur
19/03/2025,Lopez Figueredo German Augusto,Facturas C,169,0,422095,0,0,422095,422095,2025-03,Deposito Avellaneda Sur
19/03/2025,Rinaldi Christian Eduardo,Facturas C,112,0,43591,0,0,43591,43591,2025-03,Deposito Avellaneda Sur
20/03/2025,Dale Gas Sa,Facturas A,65613,145701,0,0,15299,145701,161000,2025-03,Deposito Avellaneda Sur
20/03/2025,Logistica Ledesma S.A.,Facturas A,3167,680000,0,0,142800,680000,822800,2025-03,Deposito Avellaneda Sur
20/03/2025,Aramberry Aitor Carlos Maria,Facturas C,63,0,42000,0,0,42000,42000,2025-03,Deposito Avellaneda Sur
20/03/2025,Casas Leonardo Alberto,Facturas C,85,0,104000,0,0,104000,104000,2025-03,Deposito Avellaneda Sur
20/03/2025,Carranza Eduardo Maximo,Notas De Credito C,3,0,0,0,0,0,-332,2025-03,Deposito Avellaneda Sur
21/03/2025,Maqueleva Sociedad Anonima,Facturas A,665,141700,0,0,29430,141700,171130,2025-03,Deposito Avellaneda Sur
21/03/2025,Nuevo Estibaje S.A.,Facturas A,164,7816950,0,0,1641560,7816950,9458510,2025-03,Deposito Avellaneda Sur
21/03/2025,Tiboni Y Compañia Sa,Facturas A,66338,22400,0,0,4704,22400,27104,2025-03,Deposito Avellaneda Sur
21/03/2025,Nieto Enzo Rodrigo,Facturas C,853,0,3446808,0,0,3446808,3446808,2025-03,Deposito Avellaneda Sur
25/03/2025,Racks Iofi S.R.L.,Facturas A,24989,27271,0,0,5727,27271,32998,2025-03,Deposito Avellaneda Sur
25/03/2025,Solution Box S.R.L.,Facturas A,358425,9600156,0,0,1047930,9600156,11704103,2025-03,Deposito Avellaneda Sur
25/03/2025,Dale Gas Sa,Facturas A,65728,145701,0,0,15299,145701,161000,2025-03,Deposito Avellaneda Sur
25/03/2025,Ulog Sa.,Facturas A,21,7444640,0,0,1563374,7444640,9008014,2025-03,Deposito Avellaneda Sur
25/03/2025,Castro Videla Maria Elena,Facturas C,136,0,165986,0,0,165986,165986,2025-03,Deposito Avellaneda Sur
26/03/2025,Boismoreau Ludovico,Facturas A,8369,72702,0,0,15268,72702,87970,2025-03,Deposito Avellaneda Sur
26/03/2025,Nappas S.R.L.,Facturas A,51929,9744,0,0,2046,9744,11790,2025-03,Deposito Avellaneda Sur
26/03/2025,Aramberry Aitor Carlos Maria,Facturas C,64,0,74000,0,0,74000,74000,2025-03,Deposito Avellaneda Sur
27/03/2025,Abelson S A,Facturas A,77745,38754,0,0,8138,38754,46892,2025-03,Deposito Avellaneda Sur
27/03/2025,Samlog S.R.L.,Facturas A,25818,218350,0,0,45854,218350,264204,2025-03,Deposito Avellaneda Sur
27/03/2025,Unimaco S.A.,Facturas A,28104,99897,0,0,20978,99897,120875,2025-03,Deposito Avellaneda Sur
27/03/2025,Seoane David German,Facturas A,210,440200,0,0,92442,440200,532642,2025-03,Deposito Avellaneda Sur
27/03/2025,Seoane David German,Facturas A,211,278340,0,0,58451,278340,336791,2025-03,Deposito Avellaneda Sur
27/03/2025,Seoane David German,Facturas A,212,350000,0,0,73500,350000,423500,2025-03,Deposito Avellaneda Sur
27/03/2025,Logistica Aron S.R.L,Facturas A,197,31807403,0,1523720,6679555,33331123,40010678,2025-03,Deposito Avellaneda Sur
27/03/2025,Seoane David German,Facturas A,213,355000,0,0,74550,355000,429550,2025-03,Deposito Avellaneda Sur
27/03/2025,Petro Lanc S.A.,Facturas A,5973,854791,0,0,179506,854791,1239300,2025-03,Deposito Avellaneda Sur
27/03/2025,Seoane David German,Facturas A,214,260000,0,0,54600,260000,314600,2025-03,Deposito Avellaneda Sur
27/03/2025,Petro Lanc S.A.,Facturas A,5974,2073502,0,0,435435,2073502,2847999,2025-03,Deposito Avellaneda Sur
27/03/2025,Castro Videla Maria Elena,Facturas C,137,0,497958,0,0,497958,497958,2025-03,Deposito Avellaneda Sur
28/03/2025,Ddv Srl,Facturas A,45637,22044,0,0,4629,22044,26673,2025-03,Deposito Avellaneda Sur
28/03/2025,Visapel Sociedad Anonima,Facturas A,3701,115413,0,0,24237,115413,139650,2025-03,Deposito Avellaneda Sur
28/03/2025,Grupo Sarapura Sociedad De Responsabilidad Limitada,Facturas A,139,1320000,0,0,277200,1320000,1597200,2025-03,Deposito Avellaneda Sur
28/03/2025,Dale Gas Sa,Facturas A,65817,41629,0,0,4371,41629,46000,2025-03,Deposito Avellaneda Sur
28/03/2025,Riso Eugenio Aldo,Facturas A,111,2000000,0,0,420000,2000000,2420000,2025-03,Deposito Avellaneda Sur
28/03/2025,Nuevo Estibaje S.A.,Facturas A,166,4997250,0,0,1049422,4997250,6046672,2025-03,Deposito Avellaneda Sur
28/03/2025,Exolgan Sociedad Anonima,Facturas A,319701,633084,0,0,132948,633084,854663,2025-03,Deposito Avellaneda Sur
28/03/2025,Lopez Leandro Leonel,Facturas C,1343,0,240000,0,0,240000,240000,2025-03,Deposito Avellaneda Sur
29/03/2025,Andreone Andrea Fabiana,Facturas A,7198,390021,0,0,61189,390021,451210,2025-03,Deposito Avellaneda Sur
30/03/2025,El Llamito S A,Facturas A,40,21480000,0,0,4510800,21480000,25990800,2025-03,Deposito Avellaneda Sur
31/03/2025,Planeta Comercial S.A.,Facturas A,4657,38264,0,0,8036,38264,46300,2025-03,Deposito Avellaneda Sur
31/03/2025,Tau Daniela Leonor,Facturas A,57859,4417,0,0,927,4417,5344,2025-03,Deposito Avellaneda Sur
31/03/2025,Justiniano Lozano Pablo Ariel,Facturas A,32597,29983,0,0,6297,29983,36280,2025-03,Deposito Avellaneda Sur
31/03/2025,Liftvan International Company S A C,Facturas A,2471,39418239,0,1970912,8277830,41389151,49666981,2025-03,Deposito Avellaneda Sur
31/03/2025,El Jumillano S A,Facturas A,39549,477149,0,0,100201,477149,601207,2025-03,Deposito Avellaneda Sur
31/03/2025,Ypf Sociedad Anonima,Facturas A,1617308,13683,0,0,2873,13683,17650,2025-03,Deposito Avellaneda Sur
31/03/2025,Tiboni Y Compañia Sa,Facturas A,66413,84000,0,0,17640,84000,101640,2025-03,Deposito Avellaneda Sur
