Fecha,Empresa,Tipo,Número Desde,Neto Gravado,Neto No Gravado,Op. Exentas,IVA,Neto,Imp. Total,Mes,Razon Social
14/08/2025,Industrias Saladillo Sa,Facturas A,26795,1986200,0,0,417102,1986200,2403302,2025-08,Deposito Avellaneda Sur
14/08/2025,Grupo Leal-Tex S.R.L.,Facturas A,26784,1019330,0,0,214059,1019330,1233389,2025-08,Deposito Avellaneda Sur
14/08/2025,Hdv Leather Srl,Facturas A,26796,186985,0,0,39267,186985,226252,2025-08,Deposito Avellaneda Sur
14/08/2025,Borax Argentina S A S. A.,Facturas A,26802,565024,0,0,118655,565024,683679,2025-08,Deposito Avellaneda Sur
14/08/2025,Global Rover Logistic Srl,Facturas A,26782,1081200,0,0,227052,1081200,1308252,2025-08,Deposito Avellaneda Sur
14/08/2025,Southcross Logistics  S.A,Facturas A,26789,1594332,0,0,334810,1594332,1929142,2025-08,Deposito Avellaneda Sur
14/08/2025,Curtiembre Infante S A,Facturas A,26797,1752000,0,0,367920,1752000,2119920,2025-08,Deposito Avellaneda Sur
14/08/2025,Be Investment,Facturas A,26790,3543325,0,0,744098,3543325,4287423,2025-08,Deposito Avellaneda Sur
14/08/2025,Bisora Group S. A.,Facturas A,26785,1043970,0,0,219234,1043970,1263204,2025-08,Deposito Avellaneda Sur
14/08/2025,Henn Y Cia Srl,Facturas A,26798,747900,0,0,157059,747900,904959,2025-08,Deposito Avellaneda Sur
14/08/2025,Tavasci Mena Mariana Andrea,Facturas A,26803,1404549,0,0,294955,1404549,1699504,2025-08,Deposito Avellaneda Sur
14/08/2025,Mafralac Alimenticia Srl,Facturas A,26786,1070000,0,0,224700,1070000,1294700,2025-08,Deposito Avellaneda Sur
14/08/2025,Hdv Leather Srl,Facturas A,26799,164200,0,0,34482,164200,198682,2025-08,Deposito Avellaneda Sur
14/08/2025,Chemotecnica Sociedad Anonima,Facturas A,26781,5142760,0,0,1079980,5142760,6222740,2025-08,Deposito Avellaneda Sur
14/08/2025,Maquinarias Independencia Sa,Facturas A,26791,374500,0,0,78645,374500,453145,2025-08,Deposito Avellaneda Sur
14/08/2025,Hdv Leather Srl,Facturas A,26800,309230,0,0,64938,309230,374168,2025-08,Deposito Avellaneda Sur
14/08/2025,Industrias Saladillo Sa,Facturas A,26792,1339085,0,0,281208,1339085,1620293,2025-08,Deposito Avellaneda Sur
14/08/2025,Industrias Saladillo Sa,Facturas A,26793,362300,0,0,76083,362300,438383,2025-08,Deposito Avellaneda Sur
14/08/2025,Eagle Service Group Srl,Facturas A,26787,1191520,0,0,250219,1191520,1441739,2025-08,Deposito Avellaneda Sur
14/08/2025,Chaguar  Sociedad Anonima,Facturas A,26804,978165,0,0,205415,978165,1183580,2025-08,Deposito Avellaneda Sur
14/08/2025,Industrias Saladillo Sa,Facturas A,26794,696920,0,0,146353,696920,843273,2025-08,Deposito Avellaneda Sur
14/08/2025,Pampa Logistica Internacional S.A.,Notas De Credito A,2068,-193300,0,0,-40593,-193300,-233893,2025-08,Deposito Avellaneda Sur
14/08/2025,Overprint S.R.L,Notas De Credito A,2067,-584956,0,0,-122841,-584956,-707797,2025-08,Deposito Avellaneda Sur
15/08/2025,Lawter Argentina S.A.,Facturas A,26807,1282538,0,0,269333,1282538,1551871,2025-08,Deposito Avellaneda Sur
15/08/2025,Lawter Argentina S.A.,Facturas A,26808,747664,0,0,157009,747664,904673,2025-08,Deposito Avellaneda Sur
15/08/2025,Ipa Argentina S A,Facturas A,26805,5371901,0,0,1128099,5371901,6500000,2025-08,Deposito Avellaneda Sur
15/08/2025,Pelama Chubut Sociedad Anonima,Facturas A,26806,1065000,0,0,223650,1065000,1288650,2025-08,Deposito Avellaneda Sur
15/08/2025,Bisora Group S. A.,Facturas A,26809,195446,0,0,41044,195446,236490,2025-08,Deposito Avellaneda Sur
18/08/2025,Hdv Leather Srl,Facturas A,26814,82100,0,0,17241,82100,99341,2025-08,Deposito Avellaneda Sur
18/08/2025,Tandem Global Logistics S.A.,Facturas A,26815,1042075,0,0,218836,1042075,1260911,2025-08,Deposito Avellaneda Sur
18/08/2025,Alsina Motos Srl,Facturas A,26812,1507450,0,0,316564,1507450,1824014,2025-08,Deposito Avellaneda Sur
18/08/2025,Alfonso Sabbatini E Hijo Srl.,Facturas A,26813,448269,0,0,94136,448269,542405,2025-08,Deposito Avellaneda Sur
18/08/2025,Global Rover Logistic Srl,Facturas A,26810,540600,0,0,113526,540600,654126,2025-08,Deposito Avellaneda Sur
18/08/2025,Bulldog Solutions S.A,Facturas A,26816,9267100,0,0,1946091,9267100,11213191,2025-08,Deposito Avellaneda Sur
18/08/2025,Espert S.A.,Facturas A,26811,38794370,0,0,8146818,38794370,46941188,2025-08,Deposito Avellaneda Sur
18/08/2025,Curtiembre Infante S A,Facturas A,26817,876000,0,0,183960,876000,1059960,2025-08,Deposito Avellaneda Sur
18/08/2025,Industrias Zapla S. A.,Facturas A,26822,219112,2442882,0,46014,2661994,2708008,2025-08,Deposito Avellaneda Sur
18/08/2025,Mercovan Argentina S.A.,Facturas A,26819,1921761,0,0,403570,1921761,2325330,2025-08,Deposito Avellaneda Sur
18/08/2025,Chaguar  Sociedad Anonima,Facturas A,26820,7129600,0,0,1497216,7129600,8626816,2025-08,Deposito Avellaneda Sur
18/08/2025,Liftvan International Company S A C,Facturas A,26818,2657244,0,0,558021,2657244,3215265,2025-08,Deposito Avellaneda Sur
18/08/2025,Verde Fuerte Srl,Facturas A,26821,1702839,0,0,357596,1702839,2060436,2025-08,Deposito Avellaneda Sur
18/08/2025,Alsina Motos Srl,Facturas A,26823,1446500,0,0,303765,1446500,1750265,2025-08,Deposito Avellaneda Sur
18/08/2025,A&S Logistics S.A.,Notas De Credito A,2069,-120000,0,0,-25200,-120000,-145200,2025-08,Deposito Avellaneda Sur
18/08/2025,Alsina Motos Srl,Notas De Credito A,2072,-1507450,0,0,-316564,-1507450,-1824014,2025-08,Deposito Avellaneda Sur
18/08/2025,Tavasci Mena Mariana Andrea,Notas De Credito A,2071,-256421,0,0,-53848,-256421,-310269,2025-08,Deposito Avellaneda Sur
18/08/2025,Aceros Zapla S A,Notas De Credito A,2070,-219112,-2442882,0,-46014,-2661994,-2708008,2025-08,Deposito Avellaneda Sur
19/08/2025,Hdv Leather Srl,Facturas A,26829,98000,0,0,20580,98000,118580,2025-08,Deposito Avellaneda Sur
19/08/2025,Fijaciones Py S . A .,Facturas A,26826,1109365,0,0,232967,1109365,1342332,2025-08,Deposito Avellaneda Sur
19/08/2025,Hdv Leather Srl,Facturas A,26830,340655,0,0,71538,340655,412193,2025-08,Deposito Avellaneda Sur
19/08/2025,Dsi Underground Argentina Sa,Facturas A,26831,335000,0,0,70350,335000,405350,2025-08,Deposito Avellaneda Sur
19/08/2025,Alsina Motos Srl,Facturas A,26827,1489982,0,0,312896,1489982,1802879,2025-08,Deposito Avellaneda Sur
19/08/2025,Dsi Underground Argentina Sa,Facturas A,26832,335000,0,0,70350,335000,405350,2025-08,Deposito Avellaneda Sur
19/08/2025,Tavasci Mena Mariana Andrea,Facturas A,26833,496350,0,0,104234,496350,600584,2025-08,Deposito Avellaneda Sur
19/08/2025,Global Rover Logistic Srl,Facturas A,26828,2703000,0,0,567630,2703000,3270630,2025-08,Deposito Avellaneda Sur
19/08/2025,Comtec S. A.,Facturas A,26824,2718535,0,0,570892,2718535,3289427,2025-08,Deposito Avellaneda Sur
19/08/2025,Pampa Logistica Internacional S.A.,Facturas A,26825,1812575,0,0,380641,1812575,2193216,2025-08,Deposito Avellaneda Sur
20/08/2025,Liftvan International Company S A C,Facturas A,26836,1068595,0,0,224405,1068595,1293000,2025-08,Deposito Avellaneda Sur
20/08/2025,Liftvan International Company S A C,Facturas A,26837,1068595,0,0,224405,1068595,1293000,2025-08,Deposito Avellaneda Sur
20/08/2025,Liftvan International Company S A C,Facturas A,26840,854876,0,0,179524,854876,1034400,2025-08,Deposito Avellaneda Sur
20/08/2025,Alimentaria S.A.,Facturas A,26844,4605800,0,0,967218,4605800,5573018,2025-08,Deposito Avellaneda Sur
20/08/2025,Henn Y Cia Srl,Facturas A,26847,2725950,0,0,572450,2725950,3298400,2025-08,Deposito Avellaneda Sur
20/08/2025,Liftvan International Company S A C,Facturas A,26838,1068595,0,0,224405,1068595,1293000,2025-08,Deposito Avellaneda Sur
20/08/2025,Liftvan International Company S A C,Facturas A,26841,1068595,0,0,224405,1068595,1293000,2025-08,Deposito Avellaneda Sur
20/08/2025,Alimentaria S.A.,Facturas A,26845,2556095,0,0,536780,2556095,3092875,2025-08,Deposito Avellaneda Sur
20/08/2025,Henn Y Cia Srl,Facturas A,26848,2115900,0,0,444339,2115900,2560239,2025-08,Deposito Avellaneda Sur
20/08/2025,Trice Transport Company S.R.L.,Facturas A,26834,3474937,0,0,729737,3474937,4204674,2025-08,Deposito Avellaneda Sur
20/08/2025,Global Rover Logistic Srl,Facturas A,26842,540600,0,0,113526,540600,654126,2025-08,Deposito Avellaneda Sur
20/08/2025,Hdv Leather Srl,Facturas A,26846,294000,0,0,61740,294000,355740,2025-08,Deposito Avellaneda Sur
20/08/2025,Liftvan International Company S A C,Facturas A,26839,854731,0,0,179493,854731,1034224,2025-08,Deposito Avellaneda Sur
20/08/2025,Liftvan International Company S A C,Facturas A,26835,2137190,0,0,448810,2137190,2586000,2025-08,Deposito Avellaneda Sur
20/08/2025,Smart Logistics S.A.,Facturas A,26843,2981446,0,0,626104,2981446,3607550,2025-08,Deposito Avellaneda Sur
20/08/2025,Grupo Simpa S A,Facturas A,26851,1485550,0,0,311966,1485550,1797516,2025-08,Deposito Avellaneda Sur
20/08/2025,Liftvan International Company S A C,Facturas A,26852,1487125,0,0,312296,1487125,1799421,2025-08,Deposito Avellaneda Sur
20/08/2025,Mercovan Argentina S.A.,Facturas A,26853,2713706,0,0,569878,2713706,3283584,2025-08,Deposito Avellaneda Sur
20/08/2025,Arauco Argentina S.A,Facturas A,26850,1503441,0,0,315723,1503441,1819163,2025-08,Deposito Avellaneda Sur
20/08/2025,Alimentaria S.A.,Facturas A,26849,253195,0,0,53171,253195,306366,2025-08,Deposito Avellaneda Sur
20/08/2025,Comtec S. A.,Notas De Credito A,2073,-232832,0,0,-48895,-232832,-281727,2025-08,Deposito Avellaneda Sur
20/08/2025,Danisco Argentina Sa,Notas De Credito A,2074,-1503441,0,0,-315723,-1503441,-1819163,2025-08,Deposito Avellaneda Sur
20/08/2025,Caddell Construction Co. (De) Llc,Notas De Credito Por Operaciones Con El Exterior,4,0,-15912000,0,0,-15912000,-15912000,2025-08,Deposito Avellaneda Sur
21/08/2025,Grouport Srl,Facturas A,26859,2044779,0,0,429404,2044779,2474182,2025-08,Deposito Avellaneda Sur
21/08/2025,Pelama Chubut Sociedad Anonima,Facturas A,26860,1065000,0,0,223650,1065000,1288650,2025-08,Deposito Avellaneda Sur
21/08/2025,Blue Mail Sociedad Anonima,Facturas A,26861,4229472,0,0,888189,4229472,5117662,2025-08,Deposito Avellaneda Sur
21/08/2025,Global Rover Logistic Srl,Facturas A,26854,540600,0,0,113526,540600,654126,2025-08,Deposito Avellaneda Sur
21/08/2025,Liftvan International Company S A C,Facturas A,26864,1054188,0,0,221380,1054188,1275568,2025-08,Deposito Avellaneda Sur
21/08/2025,Alimentaria S.A.,Facturas A,26855,1934500,0,0,406245,1934500,2340745,2025-08,Deposito Avellaneda Sur
21/08/2025,Chaguar  Sociedad Anonima,Facturas A,26862,1425920,0,0,299443,1425920,1725363,2025-08,Deposito Avellaneda Sur
21/08/2025,Protan S A,Facturas A,26856,1333095,0,0,279950,1333095,1613045,2025-08,Deposito Avellaneda Sur
21/08/2025,Global Rover Logistic Srl,Facturas A,26857,540600,0,0,113526,540600,654126,2025-08,Deposito Avellaneda Sur
21/08/2025,Cosmopolitan Sociedad Anonima,Facturas A,26858,1037405,0,0,217855,1037405,1255260,2025-08,Deposito Avellaneda Sur
21/08/2025,Poka S A,Facturas A,26863,120000,0,0,25200,120000,145200,2025-08,Deposito Avellaneda Sur
22/08/2025,Henn Y Cia Srl,Facturas A,26869,2991600,0,0,628236,2991600,3619836,2025-08,Deposito Avellaneda Sur
22/08/2025,Dalies Fernando Ruben,Facturas A,26865,2325539,0,0,488363,2325539,2813902,2025-08,Deposito Avellaneda Sur
22/08/2025,Berkma S A,Facturas A,26870,150000,0,0,31500,150000,181500,2025-08,Deposito Avellaneda Sur
22/08/2025,Poka S A,Facturas A,26871,120000,0,0,25200,120000,145200,2025-08,Deposito Avellaneda Sur
22/08/2025,Borax Argentina S A S. A.,Facturas A,26872,1130048,0,0,237310,1130048,1367358,2025-08,Deposito Avellaneda Sur
22/08/2025,Hellmann Worldwide Logistics  Sociedad Anonima,Facturas A,26866,747025,0,0,156875,747025,903900,2025-08,Deposito Avellaneda Sur
22/08/2025,Luial S A,Facturas A,26873,1014600,0,0,213066,1014600,1227666,2025-08,Deposito Avellaneda Sur
22/08/2025,Raisvic Srl,Facturas A,26867,1156400,0,0,242844,1156400,1399244,2025-08,Deposito Avellaneda Sur
22/08/2025,Servicio Internacional De Fletes Sa,Facturas A,26868,1075900,0,0,225939,1075900,1301839,2025-08,Deposito Avellaneda Sur
22/08/2025,Mercovan Argentina S.A.,Facturas A,26874,1876010,0,0,393962,1876010,2269973,2025-08,Deposito Avellaneda Sur
25/08/2025,Dalies Fernando Ruben,Facturas A,26875,2236214,0,0,469605,2236214,2705819,2025-08,Deposito Avellaneda Sur
25/08/2025,Awam Tex S.R.L.,Facturas A,26880,1079238,0,0,226640,1079238,1305878,2025-08,Deposito Avellaneda Sur
25/08/2025,Dsi Underground Argentina Sa,Facturas A,26890,335000,0,0,70350,335000,405350,2025-08,Deposito Avellaneda Sur
25/08/2025,Liftvan International Company S A C,Facturas A,26888,2241045,0,0,470619,2241045,2711664,2025-08,Deposito Avellaneda Sur
25/08/2025,Pelama Chubut Sociedad Anonima,Facturas A,26884,1065000,0,0,223650,1065000,1288650,2025-08,Deposito Avellaneda Sur
25/08/2025,Taeda S A,Facturas A,26881,1324200,0,0,278082,1324200,1602282,2025-08,Deposito Avellaneda Sur
25/08/2025,Neocargo Sa,Facturas A,26879,4500386,0,0,945081,4500386,5445467,2025-08,Deposito Avellaneda Sur
25/08/2025,Harbor Express S.A.,Facturas A,26877,3641245,0,0,764661,3641245,4405906,2025-08,Deposito Avellaneda Sur
25/08/2025,Borax Argentina S A S. A.,Facturas A,26885,565024,0,0,118655,565024,683679,2025-08,Deposito Avellaneda Sur
25/08/2025,Aceptyourdestiny,Facturas A,26889,1324200,0,0,278082,1324200,1602282,2025-08,Deposito Avellaneda Sur
25/08/2025,Global Rover Logistic Srl,Facturas A,26878,1621800,0,0,340578,1621800,1962378,2025-08,Deposito Avellaneda Sur
25/08/2025,Mercovan Argentina S.A.,Facturas A,26886,2076324,0,0,436028,2076324,2512352,2025-08,Deposito Avellaneda Sur
25/08/2025,Puglisi Diego Martin,Facturas A,26876,1323000,0,0,277830,1323000,1600830,2025-08,Deposito Avellaneda Sur
25/08/2025,Industrias Saladillo Sa,Facturas A,26882,415210,0,0,87194,415210,502404,2025-08,Deposito Avellaneda Sur
25/08/2025,Pelama Chubut Sociedad Anonima,Facturas A,26883,1065000,0,0,223650,1065000,1288650,2025-08,Deposito Avellaneda Sur
25/08/2025,Mercovan Argentina S.A.,Facturas A,26887,2711024,0,0,569315,2711024,3280338,2025-08,Deposito Avellaneda Sur
25/08/2025,Poka S A,Facturas A,26891,90000,0,0,18900,90000,108900,2025-08,Deposito Avellaneda Sur
25/08/2025,Dsi Underground Argentina Sa,Facturas A,26892,335000,0,0,70350,335000,405350,2025-08,Deposito Avellaneda Sur
25/08/2025,Taeda S A,Notas De Credito A,2075,-1324200,0,0,-278082,-1324200,-1602282,2025-08,Deposito Avellaneda Sur
25/08/2025,Mediterranean Shipping Company S A,Notas De Credito A,2078,-252000,0,0,-52920,-252000,-304920,2025-08,Deposito Avellaneda Sur
25/08/2025,Mediterranean Shipping Company S A,Notas De Credito A,2079,-252000,0,0,-52920,-252000,-304920,2025-08,Deposito Avellaneda Sur
25/08/2025,Manufacturas Los Andes S.A,Notas De Credito A,2080,-100000,0,0,-21000,-100000,-121000,2025-08,Deposito Avellaneda Sur
25/08/2025,Mediterranean Shipping Company S A,Notas De Credito A,2076,-252000,0,0,-52920,-252000,-304920,2025-08,Deposito Avellaneda Sur
25/08/2025,Mediterranean Shipping Company S A,Notas De Credito A,2077,-252000,0,0,-52920,-252000,-304920,2025-08,Deposito Avellaneda Sur
26/08/2025,Borax Argentina S A S. A.,Facturas A,26895,5650240,0,0,1186550,5650240,6836790,2025-08,Deposito Avellaneda Sur
26/08/2025,Tavasci Mena Mariana Andrea,Facturas A,26898,215330,0,0,45219,215330,260549,2025-08,Deposito Avellaneda Sur
26/08/2025,La Tela S.R.L.,Facturas A,26899,1153721,0,0,242281,1153721,1396002,2025-08,Deposito Avellaneda Sur
26/08/2025,Jupam Sa,Facturas A,26900,1041200,0,0,218652,1041200,1259852,2025-08,Deposito Avellaneda Sur
26/08/2025,Mundial  S A,Facturas A,26893,1109562,0,0,233008,1109562,1342570,2025-08,Deposito Avellaneda Sur
26/08/2025,Luial S A,Facturas A,26901,1041200,0,0,218652,1041200,1259852,2025-08,Deposito Avellaneda Sur
26/08/2025,Levy Jonathan Netanel,Facturas A,26896,1476614,0,0,310089,1476614,1786703,2025-08,Deposito Avellaneda Sur
26/08/2025,Mercovan Argentina S.A.,Facturas A,26902,1668019,0,0,350284,1668019,2018303,2025-08,Deposito Avellaneda Sur
26/08/2025,Tavasci Mena Mariana Andrea,Facturas A,26897,499950,0,0,104990,499950,604940,2025-08,Deposito Avellaneda Sur
26/08/2025,Minera Santa Rita Srl,Facturas A,26894,3430828,0,0,720474,3430828,4151302,2025-08,Deposito Avellaneda Sur
27/08/2025,Tavasci Mena Mariana Andrea,Facturas A,26906,499350,0,0,104864,499350,604214,2025-08,Deposito Avellaneda Sur
27/08/2025,Grouport Srl,Facturas A,26909,199373,0,0,41868,199373,241242,2025-08,Deposito Avellaneda Sur
27/08/2025,Be Investment,Facturas A,26913,5984101,0,0,1256661,5984101,7240762,2025-08,Deposito Avellaneda Sur
27/08/2025,Grass S. R. L.,Facturas A,26910,1759834,0,0,369565,1759834,2129399,2025-08,Deposito Avellaneda Sur
27/08/2025,Poka S A,Facturas A,26907,60000,0,0,12600,60000,72600,2025-08,Deposito Avellaneda Sur
27/08/2025,Mercovan Argentina S.A.,Facturas A,26908,1534033,0,0,322147,1534033,1856180,2025-08,Deposito Avellaneda Sur
27/08/2025,Liftvan International Company S A C,Facturas A,26903,1685950,0,0,354050,1685950,2040000,2025-08,Deposito Avellaneda Sur
27/08/2025,Tavasci Mena Mariana Andrea,Facturas A,26905,499350,0,0,104864,499350,604214,2025-08,Deposito Avellaneda Sur
27/08/2025,Baires International Transport S.R.L.,Facturas A,26911,3443660,0,0,723169,3443660,4166829,2025-08,Deposito Avellaneda Sur
27/08/2025,Newtral  S.A.,Facturas A,26904,763726,0,0,160382,763726,924108,2025-08,Deposito Avellaneda Sur
27/08/2025,Hdv Leather Srl,Facturas A,26912,164200,0,0,34482,164200,198682,2025-08,Deposito Avellaneda Sur
27/08/2025,Santana Textil Chaco Sa,Facturas A,26914,17095,0,0,3590,17095,20685,2025-08,Deposito Avellaneda Sur
27/08/2025,Linkage Intertrade Srl,Facturas A,26915,556785,0,0,116925,556785,673710,2025-08,Deposito Avellaneda Sur
27/08/2025,Pampa Logistica Internacional S.A.,Facturas A,26916,1465660,0,0,307789,1465660,1773449,2025-08,Deposito Avellaneda Sur
27/08/2025,Alimentaria S.A.,Notas De Credito A,2081,-240000,0,0,-50400,-240000,-290400,2025-08,Deposito Avellaneda Sur
27/08/2025,Alimentaria S.A.,Notas De Credito A,2082,-120000,0,0,-25200,-120000,-145200,2025-08,Deposito Avellaneda Sur
28/08/2025,Grouport Srl,Facturas A,26917,238938,0,0,50177,238938,289115,2025-08,Deposito Avellaneda Sur
28/08/2025,Uld Global Trade Srl,Facturas A,26926,2056505,0,0,431866,2056505,2488371,2025-08,Deposito Avellaneda Sur
28/08/2025,Pezzelatto Jorge Facundo,Facturas A,26920,2563505,0,0,538336,2563505,3101841,2025-08,Deposito Avellaneda Sur
28/08/2025,Cordova Camila Valeria,Facturas A,26918,4687890,0,0,984457,4687890,5672347,2025-08,Deposito Avellaneda Sur
28/08/2025,Borax Argentina S A S. A.,Facturas A,26927,565024,0,0,118655,565024,683679,2025-08,Deposito Avellaneda Sur
28/08/2025,Telamania S.R.L.,Facturas A,26928,1500631,0,0,315133,1500631,1815764,2025-08,Deposito Avellaneda Sur
28/08/2025,Edificios Comahue Sociedad De Responsabilidad Limitada.,Facturas A,26921,2578985,0,0,541587,2578985,3120572,2025-08,Deposito Avellaneda Sur
28/08/2025,Maquinarias Independencia Sa,Facturas A,26934,1045700,0,0,219597,1045700,1265297,2025-08,Deposito Avellaneda Sur
28/08/2025,Henn Y Cia Srl,Facturas A,26935,747900,0,0,157059,747900,904959,2025-08,Deposito Avellaneda Sur
28/08/2025,Maquinarias Independencia Sa,Facturas A,26929,1045700,0,0,219597,1045700,1265297,2025-08,Deposito Avellaneda Sur
28/08/2025,Alimentaria S.A.,Facturas A,26922,2249300,0,0,472353,2249300,2721653,2025-08,Deposito Avellaneda Sur
28/08/2025,Maquinarias Independencia Sa,Facturas A,26930,248000,0,0,52080,248000,300080,2025-08,Deposito Avellaneda Sur
28/08/2025,Alimentaria S.A.,Facturas A,26923,1978300,0,0,415443,1978300,2393743,2025-08,Deposito Avellaneda Sur
28/08/2025,Presmar Sociedad Anonima,Facturas A,26931,1088700,0,0,228627,1088700,1317327,2025-08,Deposito Avellaneda Sur
28/08/2025,Lawter Argentina S.A.,Facturas A,26919,2990656,0,0,628038,2990656,3618694,2025-08,Deposito Avellaneda Sur
28/08/2025,Maquinarias Independencia Sa,Facturas A,26932,248000,0,0,52080,248000,300080,2025-08,Deposito Avellaneda Sur
28/08/2025,Global Rover Logistic Srl,Facturas A,26924,1621800,0,0,340578,1621800,1962378,2025-08,Deposito Avellaneda Sur
28/08/2025,Maquinarias Independencia Sa,Facturas A,26933,248000,0,0,52080,248000,300080,2025-08,Deposito Avellaneda Sur
28/08/2025,Bisora Group S. A.,Facturas A,26925,1340386,0,0,281481,1340386,1621867,2025-08,Deposito Avellaneda Sur
29/08/2025,Borax Argentina S A S. A.,Facturas A,26936,3390144,0,0,711930,3390144,4102074,2025-08,Deposito Avellaneda Sur
29/08/2025,Mma Tex S.A.,Facturas A,26951,2484400,0,0,521724,2484400,3006124,2025-08,Deposito Avellaneda Sur
29/08/2025,Javier Luque S.R.L.,Facturas A,26944,3349050,0,0,703300,3349050,4052350,2025-08,Deposito Avellaneda Sur
29/08/2025,Minera Santa Rita Srl,Facturas A,26937,857707,0,0,180118,857707,1037825,2025-08,Deposito Avellaneda Sur
29/08/2025,Cargocorp Argentina,Facturas A,26952,1232903,0,0,258910,1232903,1491813,2025-08,Deposito Avellaneda Sur
29/08/2025,Henn Y Cia Srl,Facturas A,26945,747900,0,0,157059,747900,904959,2025-08,Deposito Avellaneda Sur
29/08/2025,Minera Santa Rita Srl,Facturas A,26938,857707,0,0,180118,857707,1037825,2025-08,Deposito Avellaneda Sur
29/08/2025,Verde Fuerte Srl,Facturas A,26940,4514327,0,0,948009,4514327,5462335,2025-08,Deposito Avellaneda Sur
29/08/2025,Dry Sea Srl,Facturas A,26953,815320,0,0,171217,815320,986537,2025-08,Deposito Avellaneda Sur
29/08/2025,Grupo In 360,Facturas A,26946,8551350,0,0,1795784,8551350,10347134,2025-08,Deposito Avellaneda Sur
29/08/2025,Tipoiti S A T I C,Facturas A,26941,962883,0,0,202205,962883,1165088,2025-08,Deposito Avellaneda Sur
29/08/2025,Npg Internacional S. R. L.,Facturas A,26947,1495800,0,0,314118,1495800,1809918,2025-08,Deposito Avellaneda Sur
29/08/2025,Newtral  S.A.,Facturas A,26942,988575,0,0,207601,988575,1196176,2025-08,Deposito Avellaneda Sur
29/08/2025,Maquinarias Independencia Sa,Facturas A,26948,988775,0,0,207643,988775,1196418,2025-08,Deposito Avellaneda Sur
29/08/2025,Maquinarias Independencia Sa,Facturas A,26949,988775,0,0,207643,988775,1196418,2025-08,Deposito Avellaneda Sur
29/08/2025,Global Rover Logistic Srl,Facturas A,26943,1081200,0,0,227052,1081200,1308252,2025-08,Deposito Avellaneda Sur
29/08/2025,Grupo Simpa S A,Facturas A,26939,1797120,0,0,377395,1797120,2174515,2025-08,Deposito Avellaneda Sur
29/08/2025,Henn Y Cia Srl,Facturas A,26950,747900,0,0,157059,747900,904959,2025-08,Deposito Avellaneda Sur
29/08/2025,Linkage Intertrade Srl,Facturas A,26955,872829,0,0,183294,872829,1056123,2025-08,Deposito Avellaneda Sur
29/08/2025,Cargocorp Argentina,Facturas A,26954,1001068,0,0,210224,1001068,1211292,2025-08,Deposito Avellaneda Sur
29/08/2025,Telefonica Moviles Argentina Sociedad Anonima,Notas De Credito A,2084,-8041000,0,0,-1688610,-8041000,-9729610,2025-08,Deposito Avellaneda Sur
29/08/2025,Minera Santa Rita Srl,Notas De Credito A,2083,-546467,0,0,-114758,-546467,-661225,2025-08,Deposito Avellaneda Sur
29/08/2025,Yamaha Motor Argentina Sa,Notas De Credito A,2085,-1915870,0,0,-402333,-1915870,-2318203,2025-08,Deposito Avellaneda Sur
05/08/2025,Scania Argentina S. A. U.,Facturas A,157,550000,0,0,115500,550000,665500,2025-08,Edelweiss Spedition
05/08/2025,Kunze S.R.L.,Facturas A,158,229168,0,0,48125,229168,277293,2025-08,Edelweiss Spedition
11/08/2025,Tecpetrol S A,Factura De Crédito Electrónica Mipymes (Fce) A,71,7160400,0,13777140,1503684,20937540,22441224,2025-08,Edelweiss Spedition
20/08/2025,Nuevas Fronteras Sa,Facturas A,159,550000,0,0,115500,550000,665500,2025-08,Edelweiss Spedition
21/08/2025,Siemens Energy S.A.,Factura De Crédito Electrónica Mipymes (Fce) A,72,5160060,328750,5728140,1083560,11216950,12300510,2025-08,Edelweiss Spedition
25/08/2025,Evergreen Shipping Agency Argentina S.A.,Facturas A,160,550000,0,0,115500,550000,665500,2025-08,Edelweiss Spedition
26/08/2025,Tecpetrol S A,Factura De Crédito Electrónica Mipymes (Fce) A,73,7322400,0,14088840,1537704,21411240,22948944,2025-08,Edelweiss Spedition
26/08/2025,Tecpetrol S A,Nota De Credito Electrónica Mipymes (Fce) A,9,-7160400,0,-13777140,-1503684,-20937540,-22441224,2025-08,Edelweiss Spedition
11/08/2025,Caddell Construction Co. (De) Llc,Facturas De Exportacion,1,0,15912000,0,0,15912000,15912000,2025-08,El Llamito
01/08/2025,Plaquimet Sa,Facturas A,261,5564160,0,0,1168474,5564160,6732634,2025-08,El Marques
01/08/2025,Liftvan International Company S A C,Facturas A,262,6900000,0,0,1449000,6900000,8349000,2025-08,El Marques
01/08/2025,M.S. Technologies Argentina S.R.L.,Facturas A,260,5255040,0,0,1103558,5255040,6358598,2025-08,El Marques
04/08/2025,Ibarra Justo Javier,Facturas B,549,0,0,150000,0,150000,150000,2025-08,Hermosalta SRL
06/08/2025,Acosta Mauro Ismael,Facturas B,551,0,0,252000,0,252000,252000,2025-08,Hermosalta SRL
06/08/2025,Lopez Lorena Estrella,Facturas B,550,0,0,150000,0,150000,150000,2025-08,Hermosalta SRL
09/08/2025,Ibarra Justo Javier,Facturas B,552,0,0,150000,0,150000,150000,2025-08,Hermosalta SRL
11/08/2025,Lopez Lorena Estrella,Facturas B,553,0,0,300000,0,300000,300000,2025-08,Hermosalta SRL
18/08/2025,Ibarra Justo Javier,Facturas B,554,0,0,150000,0,150000,150000,2025-08,Hermosalta SRL
