Fecha,Empresa,Tipo,Número Desde,Neto Gravado,Neto No Gravado,Op. Exentas,IVA,Neto,Mes,Razon Social
14/04/2025,Liftvan International Company S A C,Facturas A,25253,1725980,0,0,362456,1725980,2025-04,Deposito Avellaneda Sur
14/04/2025,Telamania S.R.L.,Facturas A,25248,4197901,0,0,881559,4197901,2025-04,Deposito Avellaneda Sur
14/04/2025,Fantasia Cueros Srl,Facturas A,25243,826520,0,0,173569,826520,2025-04,Deposito Avellaneda Sur
14/04/2025,Telamania S.R.L.,Facturas A,25249,3993941,0,0,838728,3993941,2025-04,Deposito Avellaneda Sur
14/04/2025,Liftvan International Company S A C,Facturas A,25254,1760708,0,0,369749,1760708,2025-04,Deposito Avellaneda Sur
14/04/2025,Grupo Simpa S A,Facturas A,25258,1344000,0,0,282240,1344000,2025-04,Deposito Avellaneda Sur
14/04/2025,Grupo Simpa S A,Facturas A,25259,994000,0,0,208740,994000,2025-04,Deposito Avellaneda Sur
14/04/2025,Grupo Simpa S A,Facturas A,25260,1402945,0,0,294618,1402945,2025-04,Deposito Avellaneda Sur
14/04/2025,Hilado S.A.,Facturas A,25262,4084900,0,0,857829,4084900,2025-04,Deposito Avellaneda Sur
14/04/2025,Unimers Argentina Sa,Facturas A,25255,275000,0,0,57750,275000,2025-04,Deposito Avellaneda Sur
14/04/2025,Unimers Argentina Sa,Facturas A,25257,162000,0,0,34020,162000,2025-04,Deposito Avellaneda Sur
14/04/2025,Unimers Argentina Sa,Facturas A,25256,275000,0,0,57750,275000,2025-04,Deposito Avellaneda Sur
14/04/2025,Hilado S.A.,Facturas A,25261,6617416,0,0,1389657,6617416,2025-04,Deposito Avellaneda Sur
14/04/2025,Unimers Argentina Sa,Notas De Debito A,191,469000,0,0,98490,469000,2025-04,Deposito Avellaneda Sur
14/04/2025,Borax Argentina S A,Notas De Credito A,1983,-262294,0,0,-55082,-262294,2025-04,Deposito Avellaneda Sur
14/04/2025,Borax Argentina S A,Notas De Credito A,1990,-2065564,0,0,-433768,-2065564,2025-04,Deposito Avellaneda Sur
14/04/2025,Borax Argentina S A,Notas De Credito A,1984,-131147,0,0,-27541,-131147,2025-04,Deposito Avellaneda Sur
14/04/2025,Borax Argentina S A,Notas De Credito A,1985,-1049176,0,0,-220327,-1049176,2025-04,Deposito Avellaneda Sur
14/04/2025,Borax Argentina S A,Notas De Credito A,1986,-262294,0,0,-55082,-262294,2025-04,Deposito Avellaneda Sur
14/04/2025,Borax Argentina S A,Notas De Credito A,1987,-524588,0,0,-110163,-524588,2025-04,Deposito Avellaneda Sur
14/04/2025,Borax Argentina S A,Notas De Credito A,1988,-524588,0,0,-110163,-524588,2025-04,Deposito Avellaneda Sur
14/04/2025,Borax Argentina S A,Notas De Credito A,1989,-33131,0,0,-6958,-33131,2025-04,Deposito Avellaneda Sur
14/04/2025,Borax Argentina S A,Notas De Credito A,1982,-131147,0,0,-27541,-131147,2025-04,Deposito Avellaneda Sur
14/04/2025,Unimers Argentina Sa,Notas De Credito A,1992,-469000,0,0,-98490,-469000,2025-04,Deposito Avellaneda Sur
14/04/2025,Unimers Argentina Sa,Notas De Credito A,1993,-275000,0,0,-57750,-275000,2025-04,Deposito Avellaneda Sur
14/04/2025,Liftvan International Company S A C,Notas De Credito A,1991,-1725980,0,0,-362456,-1725980,2025-04,Deposito Avellaneda Sur
14/04/2025,Unimers Argentina Sa,Notas De Credito A,1994,-275000,0,0,-57750,-275000,2025-04,Deposito Avellaneda Sur
14/04/2025,Grupo Simpa S A,Factura De Crédito Electrónica Mipymes (Fce) A,181,7127400,0,0,1496754,7127400,2025-04,Deposito Avellaneda Sur
15/04/2025,Mediterranean Shipping Company S A,Facturas A,25267,252000,0,0,52920,252000,2025-04,Deposito Avellaneda Sur
15/04/2025,Global Rover Logistic Srl,Facturas A,25268,684505,0,0,143746,684505,2025-04,Deposito Avellaneda Sur
15/04/2025,Minera Santa Rita Srl,Facturas A,25274,978815,0,0,205551,978815,2025-04,Deposito Avellaneda Sur
15/04/2025,Jakytextil S.A.,Facturas A,25263,1017892,0,0,213757,1017892,2025-04,Deposito Avellaneda Sur
15/04/2025,Global Rover Logistic Srl,Facturas A,25269,2053515,0,0,431238,2053515,2025-04,Deposito Avellaneda Sur
15/04/2025,Global Rover Logistic Srl,Facturas A,25264,258000,0,0,54180,258000,2025-04,Deposito Avellaneda Sur
15/04/2025,Grupo Simpa S A,Facturas A,25272,1777145,0,0,373200,1777145,2025-04,Deposito Avellaneda Sur
15/04/2025,Global Rover Logistic Srl,Facturas A,25270,1020000,0,0,214200,1020000,2025-04,Deposito Avellaneda Sur
15/04/2025,Mediterranean Shipping Company S A,Facturas A,25265,252000,0,0,52920,252000,2025-04,Deposito Avellaneda Sur
15/04/2025,Global Rover Logistic Srl,Facturas A,25271,1020000,0,0,214200,1020000,2025-04,Deposito Avellaneda Sur
15/04/2025,Global Rover Logistic Srl,Facturas A,25266,258000,0,0,54180,258000,2025-04,Deposito Avellaneda Sur
15/04/2025,Edelweiss Spedition Srl,Facturas A,25273,2586636,0,0,543194,2586636,2025-04,Deposito Avellaneda Sur
16/04/2025,Algodonera Aconcagua S A,Notas De Debito A,192,37500,0,0,7875,37500,2025-04,Deposito Avellaneda Sur
17/04/2025,Overprint S.R.L,Facturas A,25275,1149847,0,0,241468,1149847,2025-04,Deposito Avellaneda Sur
17/04/2025,Overprint S.R.L,Facturas A,25276,1149847,0,0,241468,1149847,2025-04,Deposito Avellaneda Sur
17/04/2025,Mundial  S A,Facturas A,25277,1149847,0,0,241468,1149847,2025-04,Deposito Avellaneda Sur
17/04/2025,Global Rover Logistic Srl,Facturas A,25278,1369010,0,0,287492,1369010,2025-04,Deposito Avellaneda Sur
17/04/2025,Global Rover Logistic Srl,Facturas A,25279,3422525,0,0,718730,3422525,2025-04,Deposito Avellaneda Sur
17/04/2025,Global Rover Logistic Srl,Facturas A,25280,1032000,0,0,216720,1032000,2025-04,Deposito Avellaneda Sur
17/04/2025,Mediterranean Shipping Company S A,Facturas A,25281,1008000,0,0,211680,1008000,2025-04,Deposito Avellaneda Sur
17/04/2025,Global Rover Logistic Srl,Facturas A,25282,2162525,0,0,454130,2162525,2025-04,Deposito Avellaneda Sur
17/04/2025,Mediterranean Shipping Company S A,Facturas A,25283,1260000,0,0,264600,1260000,2025-04,Deposito Avellaneda Sur
17/04/2025,Lawter Argentina S.A.,Facturas A,25284,1755960,0,0,368752,1755960,2025-04,Deposito Avellaneda Sur
17/04/2025,Lawter Argentina S.A.,Facturas A,25285,1176640,0,0,247094,1176640,2025-04,Deposito Avellaneda Sur
17/04/2025,Lawter Argentina S.A.,Facturas A,25286,1764960,0,0,370642,1764960,2025-04,Deposito Avellaneda Sur
17/04/2025,Edelweiss Spedition Srl,Facturas A,25293,2674039,0,0,561548,2674039,2025-04,Deposito Avellaneda Sur
17/04/2025,Maransi S.A.,Facturas A,25289,1342676,0,0,281962,1342676,2025-04,Deposito Avellaneda Sur
17/04/2025,Tavasci Mena Mariana Andrea,Facturas A,25292,484351,0,0,101714,484351,2025-04,Deposito Avellaneda Sur
17/04/2025,Liftvan International Company S A C,Facturas A,25294,3583270,0,0,752487,3583270,2025-04,Deposito Avellaneda Sur
17/04/2025,Bdfm Sa,Facturas A,25287,937685,0,0,196914,937685,2025-04,Deposito Avellaneda Sur
17/04/2025,Comunicaciones Valles Calchaquies S.R.L.,Facturas A,25288,1982946,0,0,416419,1982946,2025-04,Deposito Avellaneda Sur
17/04/2025,Tavasci Mena Mariana Andrea,Facturas A,25290,107665,0,0,22610,107665,2025-04,Deposito Avellaneda Sur
17/04/2025,Mercovan Argentina S.A.,Facturas A,25291,1226627,0,0,257592,1226627,2025-04,Deposito Avellaneda Sur
17/04/2025,Liftvan International Company S A C,Notas De Credito A,1995,-3583271,0,0,-752487,-3583271,2025-04,Deposito Avellaneda Sur
21/04/2025,Pelama Chubut Sociedad Anonima,Facturas A,25298,1065000,0,0,223650,1065000,2025-04,Deposito Avellaneda Sur
21/04/2025,Global Rover Logistic Srl,Facturas A,25299,510000,0,0,107100,510000,2025-04,Deposito Avellaneda Sur
21/04/2025,Global Rover Logistic Srl,Facturas A,25300,510000,0,0,107100,510000,2025-04,Deposito Avellaneda Sur
21/04/2025,Global Rover Logistic Srl,Facturas A,25301,510000,0,0,107100,510000,2025-04,Deposito Avellaneda Sur
21/04/2025,Global Rover Logistic Srl,Facturas A,25302,1530000,0,0,321300,1530000,2025-04,Deposito Avellaneda Sur
21/04/2025,Global Rover Logistic Srl,Facturas A,25303,510000,0,0,107100,510000,2025-04,Deposito Avellaneda Sur
21/04/2025,Bisora Group S. A.,Facturas A,25304,1369148,0,0,287521,1369148,2025-04,Deposito Avellaneda Sur
21/04/2025,Global Rover Logistic Srl,Facturas A,25295,258000,0,0,54180,258000,2025-04,Deposito Avellaneda Sur
21/04/2025,Mediterranean Shipping Company S A,Facturas A,25296,252000,0,0,52920,252000,2025-04,Deposito Avellaneda Sur
21/04/2025,Pelama Chubut Sociedad Anonima,Facturas A,25297,1065000,0,0,223650,1065000,2025-04,Deposito Avellaneda Sur
21/04/2025,Liftvan International Company S A C,Facturas A,25307,3948392,0,0,829162,3948392,2025-04,Deposito Avellaneda Sur
21/04/2025,Arleather S.R.L.,Facturas A,25318,164200,0,0,34482,164200,2025-04,Deposito Avellaneda Sur
21/04/2025,Telamania S.R.L.,Facturas A,25305,4630192,0,0,972340,4630192,2025-04,Deposito Avellaneda Sur
21/04/2025,Grouport Srl,Facturas A,25314,161023,0,0,33815,161023,2025-04,Deposito Avellaneda Sur
21/04/2025,Anta Expo S. A. U.,Facturas A,25309,863280,0,0,181289,863280,2025-04,Deposito Avellaneda Sur
21/04/2025,Grouport Srl,Facturas A,25312,466157,0,0,97893,466157,2025-04,Deposito Avellaneda Sur
21/04/2025,Grouport Srl,Facturas A,25317,905160,0,0,190084,905160,2025-04,Deposito Avellaneda Sur
21/04/2025,Grouport Srl,Facturas A,25315,95042,0,0,19959,95042,2025-04,Deposito Avellaneda Sur
21/04/2025,Grouport Srl,Facturas A,25310,4815633,0,0,1011283,4815633,2025-04,Deposito Avellaneda Sur
21/04/2025,Grupo Simpa S A,Facturas A,25308,882800,0,0,185388,882800,2025-04,Deposito Avellaneda Sur
21/04/2025,Berant Daniel Ariel,Facturas A,25306,180063,0,0,37813,180063,2025-04,Deposito Avellaneda Sur
21/04/2025,Grouport Srl,Facturas A,25316,120053,0,0,25211,120053,2025-04,Deposito Avellaneda Sur
21/04/2025,Grouport Srl,Facturas A,25311,719595,0,0,151115,719595,2025-04,Deposito Avellaneda Sur
21/04/2025,Grouport Srl,Facturas A,25313,214023,0,0,44945,214023,2025-04,Deposito Avellaneda Sur
21/04/2025,Grupo Simpa S A,Factura De Crédito Electrónica Mipymes (Fce) A,182,4183455,0,0,878526,4183455,2025-04,Deposito Avellaneda Sur
22/04/2025,Liftvan International Company S A C,Facturas A,25321,1395000,0,0,292950,1395000,2025-04,Deposito Avellaneda Sur
22/04/2025,Liftvan International Company S A C,Facturas A,25319,1857025,0,0,389975,1857025,2025-04,Deposito Avellaneda Sur
22/04/2025,Rueda Oeste S A,Facturas A,25322,1883850,0,0,395608,1883850,2025-04,Deposito Avellaneda Sur
22/04/2025,Liftvan International Company S A C,Facturas A,25320,742691,0,0,155965,742691,2025-04,Deposito Avellaneda Sur
22/04/2025,Mediterranean Shipping Company S A,Facturas A,25335,252000,0,0,52920,252000,2025-04,Deposito Avellaneda Sur
22/04/2025,Edelweiss Spedition Srl,Facturas A,25326,657954,0,0,138170,657954,2025-04,Deposito Avellaneda Sur
22/04/2025,Mercovan Argentina S.A.,Facturas A,25325,1887339,0,0,396341,1887339,2025-04,Deposito Avellaneda Sur
22/04/2025,Xcmg Group Latam S.A.,Facturas A,25323,3400000,0,0,714000,3400000,2025-04,Deposito Avellaneda Sur
22/04/2025,Mundial  S A,Facturas A,25329,1017946,0,0,213769,1017946,2025-04,Deposito Avellaneda Sur
22/04/2025,Chelatex,Facturas A,25330,1470070,0,0,308715,1470070,2025-04,Deposito Avellaneda Sur
22/04/2025,Dsi Underground Argentina Sa,Facturas A,25327,335000,0,0,70350,335000,2025-04,Deposito Avellaneda Sur
22/04/2025,Jutel S.A.,Facturas A,25331,798450,0,0,167674,798450,2025-04,Deposito Avellaneda Sur
22/04/2025,Global Rover Logistic Srl,Facturas A,25332,510000,0,0,107100,510000,2025-04,Deposito Avellaneda Sur
22/04/2025,Edelweiss Spedition Srl,Facturas A,25324,1275568,0,0,267869,1275568,2025-04,Deposito Avellaneda Sur
22/04/2025,Global Rover Logistic Srl,Facturas A,25333,510000,0,0,107100,510000,2025-04,Deposito Avellaneda Sur
22/04/2025,Global Rover Logistic Srl,Facturas A,25334,258000,0,0,54180,258000,2025-04,Deposito Avellaneda Sur
22/04/2025,Industrias Quimicas Independencia S A,Facturas A,25328,472500,0,0,99225,472500,2025-04,Deposito Avellaneda Sur
23/04/2025,Labranza Estrategica  S. A.,Facturas A,25337,1269917,0,0,266683,1269917,2025-04,Deposito Avellaneda Sur
23/04/2025,Luial S A,Facturas A,25339,889200,0,0,186732,889200,2025-04,Deposito Avellaneda Sur
23/04/2025,Luial S A,Facturas A,25340,889200,0,0,186732,889200,2025-04,Deposito Avellaneda Sur
23/04/2025,Henn Y Cia Srl,Facturas A,25336,3324000,0,0,698040,3324000,2025-04,Deposito Avellaneda Sur
23/04/2025,Liftvan International Company S A C,Facturas A,25341,2796238,0,0,587210,2796238,2025-04,Deposito Avellaneda Sur
23/04/2025,Liftvan International Company S A C,Facturas A,25338,3432094,0,0,720740,3432094,2025-04,Deposito Avellaneda Sur
23/04/2025,Coteca S A,Facturas A,25346,1675609,0,0,351878,1675609,2025-04,Deposito Avellaneda Sur
23/04/2025,Arleather S.R.L.,Facturas A,25343,332015,0,0,69723,332015,2025-04,Deposito Avellaneda Sur
23/04/2025,Nip Cargo S.R.L.,Facturas A,25342,722840,0,0,151796,722840,2025-04,Deposito Avellaneda Sur
23/04/2025,Tavasci Mena Mariana Andrea,Facturas A,25344,695079,0,0,145967,695079,2025-04,Deposito Avellaneda Sur
23/04/2025,Hilado S.A.,Facturas A,25347,7596151,0,0,1595192,7596151,2025-04,Deposito Avellaneda Sur
23/04/2025,Telamania S.R.L.,Facturas A,25345,6752249,0,0,1417972,6752249,2025-04,Deposito Avellaneda Sur
24/04/2025,Tipoiti S A T I C,Facturas A,25352,875348,0,0,183823,875348,2025-04,Deposito Avellaneda Sur
24/04/2025,Domingo A Capria Sa,Facturas A,25360,6617170,0,0,1389606,6617170,2025-04,Deposito Avellaneda Sur
24/04/2025,Global Rover Logistic Srl,Facturas A,25361,1020000,0,0,214200,1020000,2025-04,Deposito Avellaneda Sur
24/04/2025,Lawter Argentina S.A.,Facturas A,25353,588320,0,0,123547,588320,2025-04,Deposito Avellaneda Sur
24/04/2025,Global Rover Logistic Srl,Facturas A,25362,1530000,0,0,321300,1530000,2025-04,Deposito Avellaneda Sur
24/04/2025,Espert S.A.,Facturas A,25354,2025588,0,0,425373,2025588,2025-04,Deposito Avellaneda Sur
24/04/2025,Libertun Hermanos Sociedad De Responsabilidad Limitada,Facturas A,25355,4549200,0,0,955332,4549200,2025-04,Deposito Avellaneda Sur
24/04/2025,Capilatis Sa,Facturas A,25348,3043206,0,0,639073,3043206,2025-04,Deposito Avellaneda Sur
24/04/2025,Dpmg S.A.,Facturas A,25356,1679288,0,0,352650,1679288,2025-04,Deposito Avellaneda Sur
24/04/2025,Mundial  S A,Facturas A,25349,1017946,0,0,213769,1017946,2025-04,Deposito Avellaneda Sur
24/04/2025,Jakytextil S.A.,Facturas A,25358,669120,0,0,140515,669120,2025-04,Deposito Avellaneda Sur
24/04/2025,Industrias Santa Maria Del Mar  S R L,Facturas A,25359,5908150,0,0,1240712,5908150,2025-04,Deposito Avellaneda Sur
24/04/2025,Jutel S.A.,Facturas A,25357,816575,0,0,171481,816575,2025-04,Deposito Avellaneda Sur
24/04/2025,Aj Comercio Exterior Srl,Facturas A,25350,340000,0,0,71400,340000,2025-04,Deposito Avellaneda Sur
24/04/2025,Adp Trading S.R.L.,Facturas A,25351,454920,0,0,95533,454920,2025-04,Deposito Avellaneda Sur
24/04/2025,Liftvan International Company S A C,Notas De Credito A,1996,-330060,0,0,-69313,-330060,2025-04,Deposito Avellaneda Sur
24/04/2025,Newsan Sociedad Anonima,Factura De Crédito Electrónica Mipymes (Fce) A,183,12200054,0,0,2562011,12200054,2025-04,Deposito Avellaneda Sur
25/04/2025,Mma Tex S.A.,Facturas A,25366,931500,0,0,195615,931500,2025-04,Deposito Avellaneda Sur
25/04/2025,Borax Argentina S A,Facturas A,25374,1540976,0,0,323605,1540976,2025-04,Deposito Avellaneda Sur
25/04/2025,Danisco Argentina Sa,Facturas A,25378,1133339,0,0,238001,1133339,2025-04,Deposito Avellaneda Sur
25/04/2025,Anta Expo S. A. U.,Facturas A,25375,1500000,0,0,315000,1500000,2025-04,Deposito Avellaneda Sur
25/04/2025,Liftvan International Company S A C,Facturas A,25369,1300872,0,0,273183,1300872,2025-04,Deposito Avellaneda Sur
25/04/2025,Telamania S.R.L.,Facturas A,25376,6586041,0,0,1383069,6586041,2025-04,Deposito Avellaneda Sur
25/04/2025,Curtiembre Infante S A,Facturas A,25363,1439105,0,0,302212,1439105,2025-04,Deposito Avellaneda Sur
25/04/2025,Mercovan Argentina S.A.,Facturas A,25367,1125229,0,0,236298,1125229,2025-04,Deposito Avellaneda Sur
25/04/2025,Borax Argentina S A,Facturas A,25371,1027317,0,0,215737,1027317,2025-04,Deposito Avellaneda Sur
25/04/2025,Liftvan International Company S A C,Facturas A,25368,2722855,0,0,571800,2722855,2025-04,Deposito Avellaneda Sur
25/04/2025,Borax Argentina S A,Facturas A,25372,513659,0,0,107868,513659,2025-04,Deposito Avellaneda Sur
25/04/2025,Arleather S.R.L.,Facturas A,25364,566740,0,0,119015,566740,2025-04,Deposito Avellaneda Sur
25/04/2025,Labranza Estrategica  S. A.,Facturas A,25377,1707632,0,0,358603,1707632,2025-04,Deposito Avellaneda Sur
25/04/2025,Telamania S.R.L.,Facturas A,25370,5962759,0,0,1252179,5962759,2025-04,Deposito Avellaneda Sur
25/04/2025,Borax Argentina S A,Facturas A,25373,1540976,0,0,323605,1540976,2025-04,Deposito Avellaneda Sur
25/04/2025,Arleather S.R.L.,Facturas A,25365,246300,0,0,51723,246300,2025-04,Deposito Avellaneda Sur
25/04/2025,Tavasci Mena Mariana Andrea,Facturas A,25381,978300,0,0,205443,978300,2025-04,Deposito Avellaneda Sur
25/04/2025,Unimers Argentina Sa,Facturas A,25382,275000,0,0,57750,275000,2025-04,Deposito Avellaneda Sur
25/04/2025,Shipy S.A.,Facturas A,25385,30000,0,0,6300,30000,2025-04,Deposito Avellaneda Sur
25/04/2025,Liftvan International Company S A C,Facturas A,25386,1845568,0,0,387569,1845568,2025-04,Deposito Avellaneda Sur
25/04/2025,Unimers Argentina Sa,Facturas A,25383,275000,0,0,57750,275000,2025-04,Deposito Avellaneda Sur
25/04/2025,Grupo Simpa S A,Facturas A,25380,673810,0,0,141500,673810,2025-04,Deposito Avellaneda Sur
25/04/2025,Levy Jonathan Netanel,Facturas A,25387,5305239,0,0,1114100,5305239,2025-04,Deposito Avellaneda Sur
25/04/2025,Berant Daniel Ariel,Facturas A,25379,8837762,0,0,1855930,8837762,2025-04,Deposito Avellaneda Sur
25/04/2025,Shipy S.A.,Facturas A,25384,30000,0,0,6300,30000,2025-04,Deposito Avellaneda Sur
28/04/2025,Big Bloom S A,Facturas A,25396,810450,0,0,170194,810450,2025-04,Deposito Avellaneda Sur
28/04/2025,Rowners S.A.,Facturas A,25397,1196290,0,0,251221,1196290,2025-04,Deposito Avellaneda Sur
28/04/2025,Global Rover Logistic Srl,Facturas A,25406,510000,0,0,107100,510000,2025-04,Deposito Avellaneda Sur
28/04/2025,Global Rover Logistic Srl,Facturas A,25411,258000,0,0,54180,258000,2025-04,Deposito Avellaneda Sur
28/04/2025,Chemotecnica Sociedad Anonima,Facturas A,25388,1677382,0,0,352250,1677382,2025-04,Deposito Avellaneda Sur
28/04/2025,Refractarios Argentinos Saicm,Facturas A,25398,783288,0,0,164490,783288,2025-04,Deposito Avellaneda Sur
28/04/2025,Mediterranean Shipping Company S A,Facturas A,25412,252000,0,0,52920,252000,2025-04,Deposito Avellaneda Sur
28/04/2025,Mundial  S A,Facturas A,25399,1017946,0,0,213769,1017946,2025-04,Deposito Avellaneda Sur
28/04/2025,Adp Trading S.R.L.,Facturas A,25400,1364760,0,0,286600,1364760,2025-04,Deposito Avellaneda Sur
28/04/2025,Global Rover Logistic Srl,Facturas A,25407,258000,0,0,54180,258000,2025-04,Deposito Avellaneda Sur
28/04/2025,Global Rover Logistic Srl,Facturas A,25413,516000,0,0,108360,516000,2025-04,Deposito Avellaneda Sur
28/04/2025,Jakytextil S.A.,Facturas A,25389,2759438,0,0,579482,2759438,2025-04,Deposito Avellaneda Sur
28/04/2025,Global Rover Logistic Srl,Facturas A,25402,2040000,0,0,428400,2040000,2025-04,Deposito Avellaneda Sur
28/04/2025,Mediterranean Shipping Company S A,Facturas A,25408,252000,0,0,52920,252000,2025-04,Deposito Avellaneda Sur
28/04/2025,Flores Matias,Facturas A,25390,714115,0,0,149964,714115,2025-04,Deposito Avellaneda Sur
28/04/2025,Mediterranean Shipping Company S A,Facturas A,25414,504000,0,0,105840,504000,2025-04,Deposito Avellaneda Sur
28/04/2025,Nip Cargo S.R.L.,Facturas A,25409,1757800,0,0,369138,1757800,2025-04,Deposito Avellaneda Sur
28/04/2025,Global Rover Logistic Srl,Facturas A,25403,2040000,0,0,428400,2040000,2025-04,Deposito Avellaneda Sur
28/04/2025,Global Rover Logistic Srl,Facturas A,25415,258000,0,0,54180,258000,2025-04,Deposito Avellaneda Sur
28/04/2025,Lawter Argentina S.A.,Facturas A,25391,1764960,0,0,370642,1764960,2025-04,Deposito Avellaneda Sur
28/04/2025,Hellmann Worldwide Logistics  Sociedad Anonima,Facturas A,25410,546640,0,0,114794,546640,2025-04,Deposito Avellaneda Sur
28/04/2025,Lawter Argentina S.A.,Facturas A,25392,1176640,0,0,247094,1176640,2025-04,Deposito Avellaneda Sur
28/04/2025,Global Rover Logistic Srl,Facturas A,25404,1020000,0,0,214200,1020000,2025-04,Deposito Avellaneda Sur
28/04/2025,Global Rover Logistic Srl,Facturas A,25401,1020000,0,0,214200,1020000,2025-04,Deposito Avellaneda Sur
28/04/2025,Global Rover Logistic Srl,Facturas A,25393,510000,0,0,107100,510000,2025-04,Deposito Avellaneda Sur
28/04/2025,Mediterranean Shipping Company S A,Facturas A,25416,252000,0,0,52920,252000,2025-04,Deposito Avellaneda Sur
28/04/2025,Global Rover Logistic Srl,Facturas A,25394,516000,0,0,108360,516000,2025-04,Deposito Avellaneda Sur
28/04/2025,Mediterranean Shipping Company S A,Facturas A,25395,504000,0,0,105840,504000,2025-04,Deposito Avellaneda Sur
28/04/2025,Global Rover Logistic Srl,Facturas A,25405,2056540,0,0,431873,2056540,2025-04,Deposito Avellaneda Sur
28/04/2025,Telamania S.R.L.,Facturas A,25420,6918457,0,0,1452876,6918457,2025-04,Deposito Avellaneda Sur
28/04/2025,Jupam Sa,Facturas A,25424,904400,0,0,189924,904400,2025-04,Deposito Avellaneda Sur
28/04/2025,Liftvan International Company S A C,Facturas A,25426,1933884,0,0,406116,1933884,2025-04,Deposito Avellaneda Sur
28/04/2025,Syra Sa,Facturas A,25417,1162800,0,0,244188,1162800,2025-04,Deposito Avellaneda Sur
28/04/2025,Unimers Argentina Sa,Facturas A,25425,275000,0,0,57750,275000,2025-04,Deposito Avellaneda Sur
28/04/2025,Liftvan International Company S A C,Facturas A,25428,773554,0,0,162446,773554,2025-04,Deposito Avellaneda Sur
28/04/2025,Grouport Srl,Facturas A,25422,116343,0,0,24432,116343,2025-04,Deposito Avellaneda Sur
28/04/2025,Edelweiss Spedition Srl,Facturas A,25418,2082284,0,0,437280,2082284,2025-04,Deposito Avellaneda Sur
28/04/2025,Liftvan International Company S A C,Facturas A,25419,1762397,0,0,370103,1762397,2025-04,Deposito Avellaneda Sur
28/04/2025,Mma Tex S.A.,Facturas A,25421,4226880,0,0,887645,4226880,2025-04,Deposito Avellaneda Sur
28/04/2025,Liftvan International Company S A C,Facturas A,25427,773554,0,0,162446,773554,2025-04,Deposito Avellaneda Sur
28/04/2025,Jupam Sa,Facturas A,25423,904400,0,0,189924,904400,2025-04,Deposito Avellaneda Sur
28/04/2025,Algodonera Aconcagua S A,Notas De Debito A,193,302500,0,0,63525,302500,2025-04,Deposito Avellaneda Sur
28/04/2025,Grupo Simpa S A,Factura De Crédito Electrónica Mipymes (Fce) A,184,3276040,0,0,687968,3276040,2025-04,Deposito Avellaneda Sur
29/04/2025,Aoda Socieda Anonima,Facturas A,25431,2663890,0,0,559417,2663890,2025-04,Deposito Avellaneda Sur
29/04/2025,Lawter Argentina S.A.,Facturas A,25429,1764960,0,0,370642,1764960,2025-04,Deposito Avellaneda Sur
29/04/2025,Hellmann Worldwide Logistics  Sociedad Anonima,Facturas A,25436,793730,0,0,166683,793730,2025-04,Deposito Avellaneda Sur
29/04/2025,Newtral  S.A.,Facturas A,25433,595190,0,0,124990,595190,2025-04,Deposito Avellaneda Sur
29/04/2025,Anta Expo S. A. U.,Facturas A,25437,1500000,0,0,315000,1500000,2025-04,Deposito Avellaneda Sur
29/04/2025,Hra Consultora Srl,Facturas A,25430,1416000,0,0,297360,1416000,2025-04,Deposito Avellaneda Sur
29/04/2025,Atp Solutions S.R.L.,Facturas A,25434,109556,1571214,0,23007,1680770,2025-04,Deposito Avellaneda Sur
29/04/2025,Newtral  S.A.,Facturas A,25432,833000,0,0,174930,833000,2025-04,Deposito Avellaneda Sur
29/04/2025,Atp Solutions S.R.L.,Facturas A,25435,944055,0,0,198252,944055,2025-04,Deposito Avellaneda Sur
29/04/2025,Mercovan Argentina S.A.,Facturas A,25438,2336461,0,0,490657,2336461,2025-04,Deposito Avellaneda Sur
29/04/2025,Nip Cargo S.R.L.,Notas De Credito A,1997,-377700,0,0,-79317,-377700,2025-04,Deposito Avellaneda Sur
29/04/2025,Nip Cargo S.R.L.,Notas De Credito A,1998,-27200,0,0,-5712,-27200,2025-04,Deposito Avellaneda Sur
29/04/2025,Jakytextil S.A.,Notas De Credito A,1999,-613740,0,0,-128885,-613740,2025-04,Deposito Avellaneda Sur
30/04/2025,Liftvan International Company S A C,Facturas A,25441,1939835,0,0,407365,1939835,2025-04,Deposito Avellaneda Sur
30/04/2025,Global Rover Logistic Srl,Facturas A,25447,2550000,0,0,535500,2550000,2025-04,Deposito Avellaneda Sur
30/04/2025,Labranza Estrategica  S. A.,Facturas A,25448,3870651,0,0,812837,3870651,2025-04,Deposito Avellaneda Sur
30/04/2025,Nip Cargo S.R.L.,Facturas A,25443,954040,0,0,200348,954040,2025-04,Deposito Avellaneda Sur
30/04/2025,Lawter Argentina S.A.,Facturas A,25444,1764960,0,0,370642,1764960,2025-04,Deposito Avellaneda Sur
30/04/2025,Liftvan International Company S A C,Facturas A,25439,775934,0,0,162946,775934,2025-04,Deposito Avellaneda Sur
30/04/2025,Henn Y Cia Srl,Facturas A,25449,3324000,0,0,698040,3324000,2025-04,Deposito Avellaneda Sur
30/04/2025,Lawter Argentina S.A.,Facturas A,25445,1764960,0,0,370642,1764960,2025-04,Deposito Avellaneda Sur
30/04/2025,Liftvan International Company S A C,Facturas A,25440,1163901,0,0,244419,1163901,2025-04,Deposito Avellaneda Sur
30/04/2025,Fantasia Cueros Srl,Facturas A,25450,3128310,0,0,656945,3128310,2025-04,Deposito Avellaneda Sur
